carat,depth,table,x,y,z,cut,price
0.97,59.9,59,6.39,6.36,3.82,3,4726
1.01,61.9,58,6.43,6.49,4,2,4727
1.02,61.6,58,6.49,6.54,4.01,2,4727
1,61.1,61,6.37,6.43,3.91,1,4727
1.23,63.6,60,6.77,6.73,4.29,1,4727
1.07,59.1,59,6.68,6.71,3.96,2,4728
0.91,59.8,59,6.28,6.23,3.74,3,4729
0.9,58.8,61,6.27,6.32,3.7,2,4729
1.05,61.8,57,6.51,6.54,4.03,4,4729
1.05,57.9,62,6.68,6.73,3.88,1,4729
1,62.4,58,6.33,6.36,3.96,3,4730
1.38,61.2,59,7.19,7.13,4.38,0,4730
1.03,61.8,56,6.5,6.47,4.01,3,4730
1.5,64,61,7.15,7.04,0,1,4731
0.91,61.9,56,6.22,6.18,3.84,4,4731
1,62.1,64,6.4,6.18,3.91,1,4732
1.3,60.4,61,7.09,7.04,4.27,3,4732
1,66.7,57,6.11,6.04,4.05,0,4732
1,63.3,53,6.37,6.29,4.01,2,4732
1,62.7,58,6.37,6.33,3.98,3,4732
1,59.1,60,6.45,6.42,3.8,3,4732
1,64.1,60,6.3,6.22,4.01,0,4732
1.1,62,55,6.61,6.65,4.11,4,4733
1.08,62.1,57,6.56,6.58,4.08,4,4733
1.09,61.7,57,6.57,6.62,4.07,4,4733
1.22,61.5,61,6.89,6.83,4.22,3,4735
1.22,61.5,61,6.89,6.83,4.22,3,4735
0.9,59.4,61,6.32,6.3,3.75,3,4735
0.9,63,56,6.14,6.09,3.85,3,4735
1.22,61.7,59,6.84,6.8,4.21,3,4735
1,63.9,60,6.22,6.27,3.99,1,4737
1,62.7,56,6.36,6.39,4,4,4737
1.24,60.4,61,6.85,6.92,4.16,2,4737
1.33,60.4,60,7.17,7.11,4.31,3,4737
1.14,62.9,59,6.64,6.62,4.17,3,4737
1.06,60.5,60,6.67,6.61,4.02,3,4737
0.95,61.6,56,6.31,6.36,3.9,2,4738
1.02,62,56,6.44,6.46,4,4,4738
1,64,54,6.28,6.34,4.04,2,4739
0.9,62.6,62,6.11,6.15,3.84,1,4739
1.05,60.5,58,6.7,6.63,4.03,3,4739
0.91,62.8,59,6.17,6.15,3.87,3,4739
0.91,61.6,58,6.2,6.18,3.81,3,4739
0.91,63.5,56,6.18,6.14,3.91,2,4739
0.93,62.8,56,6.26,6.2,3.91,3,4739
1.08,61.7,59,6.56,6.6,4.06,3,4740
1.08,62.7,57,6.48,6.51,4.07,4,4740
0.9,62.4,58,6.12,6.15,3.83,2,4740
0.8,61.5,55,5.95,5.99,3.68,4,4740
0.8,61.4,57,5.96,6,3.67,4,4740
1.04,61.2,57,6.54,6.6,4.02,4,4740
0.9,61.6,56,6.17,6.23,3.82,4,4740
1.21,61.5,57,6.93,6.88,4.25,3,4740
1,59.3,63,6.44,6.48,3.83,2,4741
1.04,60.6,61,6.63,6.59,4,3,4742
1.05,59.5,59,6.65,6.59,3.94,3,4742
1.02,59.8,58,6.55,6.59,3.93,4,4742
1.08,63.7,57,6.54,6.49,4.15,1,4742
1.05,60.4,58,6.59,6.55,3.97,3,4742
1.16,61.5,60,6.76,6.71,4.14,4,4742
1.08,60.2,58,6.68,6.61,4,3,4742
1.26,62.5,53,6.9,6.86,4.3,4,4742
1.21,60.5,60,6.81,6.72,4.09,3,4743
1.15,61.6,60,6.72,6.75,4.15,3,4743
1.15,62,58,6.66,6.7,4.14,2,4743
1,61.8,57,6.39,6.43,3.96,4,4743
1.01,62.7,58,6.36,6.34,3.98,2,4743
1.31,62.7,61,7.03,6.86,4.36,3,4743
0.97,61.6,56,6.31,6.39,3.91,4,4743
1.01,62.6,61,6.38,6.43,4.01,1,4743
1,58.7,56,6.46,6.42,3.78,3,4743
1.11,58.3,60,6.84,6.78,3.97,3,4744
1.11,63,53,6.64,6.59,4.17,3,4744
1.2,63.3,54,6.78,6.72,4.27,4,4744
1.2,61.7,56,6.87,6.79,4.21,4,4744
0.91,64.1,60,6.11,6.06,3.9,1,4744
1.03,61.3,56,6.5,6.53,3.99,2,4745
1.06,61.9,54,6.56,6.59,4.07,4,4745
1.01,62.6,60,6.39,6.36,3.99,3,4745
1.19,62.6,58,6.75,6.7,4.21,3,4745
1.02,61.8,57,6.43,6.49,3.99,4,4746
0.91,62.3,60,6.15,6.21,3.85,2,4746
1.03,61,58,6.5,6.54,3.98,2,4746
1.26,64.5,59,6.75,6.71,4.34,0,4746
1.02,62.5,57,6.41,6.46,4.02,4,4746
1.13,62.8,57,6.68,6.64,4.18,3,4746
1.18,60.1,60,6.89,6.75,4.1,3,4746
1.13,62.7,55,6.69,6.61,4.17,3,4746
1.11,58.9,59,6.82,6.76,4,3,4748
0.94,59.8,61,6.39,6.35,3.81,3,4748
1,63.3,60,6.32,6.25,3.98,2,4749
1.01,63.4,59,6.28,6.34,4,1,4749
1.01,62.6,55,6.39,6.43,4.01,4,4749
1.01,63.1,59,6.32,6.36,4,1,4749
1.01,63.7,60,6.3,6.35,4.03,1,4749
1.01,63.3,54,6.34,6.36,4.02,2,4749
1,61.4,61,6.47,6.4,3.95,3,4749
1.06,61.2,56,6.6,6.57,4.03,4,4749
1.06,59.9,58,6.67,6.63,3.98,4,4749
1.1,62.1,56,6.63,6.61,4.11,4,4750
0.93,62.2,59,6.26,6.21,3.88,3,4750
1.01,61.6,56,6.45,6.4,3.96,3,4751
0.81,62.4,54,5.93,5.99,3.72,4,4751
1.01,63.5,58,6.35,6.25,4,0,4751
1.01,64.5,60,6.3,6.25,4.05,0,4751
1.01,62.6,59,6.39,6.36,3.99,3,4751
1.01,61.5,58,6.43,6.4,3.95,3,4751
1.01,63.7,58,6.36,6.32,4.04,1,4751
1.01,61.2,54,6.52,6.49,3.98,4,4751
1.01,59.5,59,6.58,6.54,3.9,3,4751
1.01,62.2,54,6.43,6.39,3.99,4,4751
1.01,62.6,57,6.35,6.33,3.97,3,4751
1.01,64.6,60,6.12,6.08,3.94,0,4751
1.01,62.8,58,6.37,6.3,3.98,3,4751
1.01,59.2,56,6.63,6.59,3.91,4,4751
1.01,61.1,57,6.52,6.48,3.97,4,4751
1.01,66.9,54,6.25,6.21,4.17,0,4751
1.2,63.1,58,6.66,6.72,4.22,1,4752
1.2,61.4,59,6.82,6.87,4.2,2,4752
1.03,60.7,55,6.53,6.61,3.99,4,4752
1.07,62.1,55,6.54,6.61,4.08,4,4752
1.04,62,56,6.52,6.49,4.03,4,4752
1,62.8,58,6.33,6.37,3.99,2,4753
1.01,61.2,56,6.41,6.46,3.94,4,4753
1.21,59.9,59,6.86,6.92,4.13,2,4754
1.02,59.2,58,6.6,6.57,3.9,3,4754
1.04,62.1,57,6.48,6.46,4.02,4,4754
0.96,62.1,62,6.24,6.32,3.9,2,4755
1.11,62.3,58,6.65,6.61,4.13,3,4755
1.11,61.2,59,6.74,6.66,4.1,3,4755
1.11,60.5,56,6.71,6.67,4.05,4,4755
1.11,61.5,58,6.67,6.6,4.08,3,4755
1.01,62.2,60,6.39,6.35,3.96,2,4756
1.08,60.3,60,6.67,6.62,4.01,4,4757
1.03,62.3,56,6.44,6.52,4.04,4,4758
1.03,61.8,59,6.42,6.47,3.98,3,4758
1,57.2,59,6.66,6.62,3.8,1,4758
1,61.6,60,6.37,6.33,3.91,3,4758
1.2,63.5,59,6.61,6.56,4.18,2,4758
1.02,65.5,60,6.29,6.22,4.1,0,4758
1.19,58.9,60,7,6.92,4.09,3,4758
0.91,62.2,60,6.13,6.21,3.84,2,4759
1.01,63.5,59,6.3,6.39,4.03,1,4759
1.01,62.8,58,6.35,6.43,4.01,2,4759
1.01,62.9,58,6.36,6.4,4.01,2,4759
1.03,61,55,6.56,6.59,4.01,4,4759
0.9,62.8,58,6.09,6.13,3.84,2,4760
1.01,62.9,60,6.35,6.46,4.03,2,4760
1,61.9,56,6.43,6.4,3.97,4,4760
1,61.7,60.2,6.29,6.35,3.9,1,4761
1.19,62.8,57,6.78,6.7,4.23,3,4761
1.09,59.6,61,6.69,6.63,3.97,3,4761
1.02,59.3,59,6.57,6.62,3.91,2,4762
1.18,63.5,57,6.75,6.8,4.3,2,4763
0.99,61.8,57,6.4,6.42,3.96,4,4763
0.9,63.8,59,6.13,6.09,3.9,1,4763
1.05,63.3,57,6.5,6.46,4.1,2,4763
1.1,62.5,57,6.6,6.56,4.11,4,4764
1.25,62.7,57,6.86,6.88,4.31,4,4764
0.81,61.6,55,5.96,6.02,3.69,4,4764
1.03,61.7,58,6.5,6.47,4,3,4764
1.03,63.2,58,6.43,6.38,4.05,2,4764
1.03,62.8,56,6.46,6.43,4.05,4,4764
1.03,61.3,61,6.49,6.46,3.97,3,4764
1.03,61.2,57,6.59,6.51,4.01,4,4764
1.03,62.4,57,6.52,6.47,4.05,4,4764
1.07,62.1,56,6.61,6.53,4.08,4,4764
1.03,62.5,54,6.5,6.42,4.04,3,4764
1.03,63.1,57,6.45,6.41,4.06,2,4764
1.07,60.7,60,6.64,6.61,4.02,3,4764
1.03,61.8,56,6.51,6.46,4.01,4,4764
1.07,62,57,6.6,6.49,4.06,4,4764
1.07,61.5,57,6.6,6.57,4.05,4,4764
0.91,64.5,55,6.24,6.07,3.97,0,4765
1.15,62.9,57,6.73,6.63,4.2,2,4766
1.13,61.5,60,6.68,6.72,4.12,2,4766
1.12,63.8,55,6.57,6.63,4.21,1,4766
1.02,60.8,60,6.5,6.55,3.97,2,4766
1.01,64.3,59,6.31,6.34,4.07,1,4766
1.01,58.6,58,6.52,6.58,3.84,2,4766
1.01,62.9,59,6.3,6.38,3.99,2,4766
1.09,63.2,58,6.49,6.54,4.12,1,4766
1.02,61.4,58,6.47,6.52,3.99,4,4766
1,61.9,56,6.39,6.43,3.97,4,4766
1.15,63.2,58,6.64,6.68,4.21,2,4767
1.01,61.9,58,6.42,6.48,3.99,4,4767
1.11,61.5,58,6.73,6.63,4.1,3,4768
1.03,63.9,59,6.33,6.39,4.07,2,4769
1.06,61,57,6.58,6.61,4.02,2,4769
1.11,62,58,6.61,6.68,4.12,2,4769
1.01,62.4,58,6.42,6.36,3.99,3,4769
1.01,62.3,62,6.39,6.35,3.97,3,4769
1.03,61.6,55,6.49,6.46,3.99,4,4769
1.21,59.9,60,6.89,6.86,4.12,3,4770
0.9,62.7,56,6.14,6.18,3.86,4,4770
0.9,63.7,54,6.13,6.15,3.91,1,4770
0.9,59,58,6.29,6.33,3.72,3,4770
0.9,62.8,57,6.04,6.1,3.81,1,4770
0.9,61.8,56,6.18,6.22,3.83,4,4770
0.91,64.5,58,6.14,6.1,3.95,0,4770
1.04,61.5,59,6.53,6.47,4,3,4770
1.04,62.2,57,6.5,6.4,4.01,4,4770
1.01,59.5,59,6.56,6.52,3.89,3,4771
1.11,62.3,58,6.6,6.65,4.13,4,4771
1.2,62.8,57,6.71,6.67,4.2,4,4771
1.01,60.7,58,6.49,6.45,3.93,3,4771
1.08,61.4,56,6.62,6.6,4.06,4,4771
1.15,60.2,60,6.87,6.78,4.11,3,4772
1.23,62.3,55,6.85,6.82,4.26,4,4773
1.23,62.3,55,6.85,6.82,4.26,4,4773
0.9,61.7,56,6.19,6.26,3.84,4,4773
1.01,62.9,55,6.35,6.4,4.01,4,4773
1.01,62.2,58,6.37,6.43,3.98,4,4773
1.23,62.1,59,6.83,6.79,4.23,3,4773
1.06,61.9,58,6.53,6.58,4.06,3,4774
1,60.2,57,6.48,6.54,3.92,4,4774
1.06,62.4,58,6.51,6.56,4.07,3,4774
1.01,62.2,58,6.35,6.28,3.93,3,4775
0.91,62.3,55,6.22,6.17,3.86,4,4775
1.15,62,58,6.68,6.77,4.17,3,4776
1.19,62.2,58,6.73,6.77,4.2,3,4777
1,61.2,58,6.37,6.41,3.91,2,4777
1.2,58.5,61,6.95,6.89,4.05,3,4778
1.09,43,54,6.53,6.55,4.12,4,4778
0.9,62.8,58,6.04,6.09,3.81,1,4778
1.13,62.3,57,6.67,6.61,4.14,4,4778
0.29,64.7,62,4.14,4.11,2.67,0,592
0.32,63.8,59,4.33,4.29,2.75,1,593
0.41,61.5,59,4.8,4.82,2.96,2,593
0.37,61.4,60,4.6,4.62,2.83,2,593
0.36,63.5,58,4.46,4.49,2.84,2,593
0.38,61.9,54,4.64,4.67,2.88,4,593
0.38,61.8,54,4.66,4.7,2.89,4,593
0.3,61.7,66,4.25,4.31,2.64,0,593
0.31,62.2,55,4.38,4.36,2.72,4,593
0.31,58.8,62,4.42,4.39,2.59,3,593
0.31,61.4,58,4.35,4.31,2.66,3,593
0.31,61.8,60,4.35,4.32,2.68,3,593
0.31,62.8,55,4.38,4.32,2.73,4,593
0.31,62.1,58,4.36,4.33,2.7,3,593
0.31,61.9,56,4.38,4.34,2.7,3,593
0.31,62.2,55,4.36,4.35,2.71,4,593
0.31,63.1,59,4.33,4.29,2.72,2,593
0.31,62.6,58,4.34,4.29,2.7,3,593
0.31,63,58,4.34,4.3,2.72,3,593
0.31,63.2,54,4.33,4.31,2.73,2,593
0.31,62.4,55,4.34,4.31,2.7,3,593
0.31,63.2,57,4.3,4.27,2.71,2,593
0.31,61.8,60,4.37,4.33,2.69,3,593
0.31,60.1,58,4.4,4.38,2.64,3,593
0.31,63.7,58,4.3,4.27,2.73,1,593
0.31,61.5,60,4.34,4.31,2.66,3,593
0.31,63.6,57,4.33,4.29,2.74,1,593
0.31,63,56,4.34,4.3,2.72,4,593
0.31,61.5,59,4.38,4.34,2.68,3,593
0.31,61.7,55,4.38,4.37,2.7,3,593
1.06,62.2,56,6.55,6.48,4.05,4,4778
1.27,62.6,57,6.88,6.85,4.3,4,4779
1.01,61.9,57,6.43,6.39,3.97,3,4779
1.01,61.5,56,6.48,6.43,3.97,4,4779
0.9,62.7,56,6.1,6.14,3.84,2,4780
0.99,61.8,59,6.3,6.33,3.9,2,4780
1,62.9,60,6.3,6.35,3.98,2,4781
0.8,61.3,56,5.97,6,3.67,4,4781
1.01,63.3,59,6.24,6.31,3.97,1,4781
1.03,61.1,55,6.53,6.57,4,4,4782
1.03,62.2,54,6.46,6.5,4.03,4,4782
1.22,61.5,64,6.93,6.87,4.25,1,4782
0.9,61.9,57,6.19,6.24,3.85,4,4783
1.01,61.5,57,6.43,6.45,3.96,4,4783
1.24,60.1,57,7.02,6.98,4.21,4,4783
1.09,63.2,57,6.54,6.57,4.14,1,4784
1.09,62.2,56,6.56,6.59,4.09,4,4784
1.09,62.4,55,6.59,6.68,4.14,4,4784
1.09,61.9,56,6.61,6.64,4.1,4,4784
1.09,61.8,58,6.58,6.63,4.08,2,4784
1.14,62.5,59,6.63,6.66,4.15,2,4785
1.06,62.8,58,6.47,6.49,4.07,2,4785
1.06,61.6,59,6.54,6.55,4.03,3,4785
1.01,62.6,56,6.34,6.4,3.99,4,4785
1.16,61.8,58,6.75,6.81,4.19,2,4785
1.16,62.7,57,6.67,6.76,4.21,2,4785
1.2,61.7,56,6.82,6.76,4.19,2,4785
1.01,61,59,6.45,6.51,3.95,3,4785
0.91,62.3,58,6.14,6.19,3.84,2,4785
1,65.1,54,6.23,6.27,4.07,1,4786
1.09,62.3,54,6.65,6.61,4.13,3,4786
1.01,61.1,59,6.53,6.47,3.97,4,4787
1,61.3,60,6.38,6.35,3.9,3,4788
1,59.4,58,6.51,6.46,3.85,3,4788
1,57.5,62,6.51,6.47,3.73,1,4788
1.01,62.2,56,6.42,6.45,4,4,4788
1.01,59.9,56,6.45,6.6,3.91,2,4788
1,62.3,60,6.38,6.34,3.96,3,4788
1,63.7,60,6.33,6.3,4.02,1,4788
1.14,62.2,58,6.7,6.67,4.16,3,4788
1.14,59.1,58,6.83,6.81,4.03,3,4788
1.14,62.6,57,6.72,6.63,4.18,4,4788
1.14,60.1,60,6.81,6.76,4.08,3,4788
1,62.1,56,6.48,6.38,3.99,3,4788
1,61.5,58,6.45,6.37,3.94,3,4788
1,60.3,56,6.54,6.52,3.94,4,4788
1.14,63.5,56,6.62,6.58,4.19,2,4788
1,62.7,59,6.37,6.3,3.97,3,4788
0.9,62.3,57,6.19,6.17,3.85,4,4788
1.14,60.6,59,6.8,6.77,4.11,3,4788
1.14,60.3,57,6.79,6.85,4.11,4,4789
1.24,62.8,58,6.77,6.83,4.27,2,4789
1.08,62.5,57,6.51,6.54,4.08,2,4790
1.01,60.4,60,6.46,6.49,3.91,3,4790
1.08,53.8,63,6.99,6.81,3.71,0,4790
0.94,63.6,56,6.25,6.2,3.96,1,4790
1.1,61.3,58,6.64,6.71,4.09,2,4791
1.21,62.1,59,6.8,6.86,4.24,2,4791
1.21,59.9,58,6.91,6.94,4.15,2,4791
1.04,62.2,57,6.42,6.48,4.01,2,4791
1.24,62.4,59,6.89,6.87,4.29,3,4791
1.01,64.8,56,6.3,6.25,4.07,0,4791
1.01,64.8,56,6.3,6.25,4.07,0,4791
1.01,66.1,61,6.1,6.04,4.01,0,4791
0.92,61,55,6.27,6.25,3.82,4,4791
1,63,59,6.43,6.34,4.02,3,4791
1.22,61.9,57,6.82,6.87,4.24,2,4793
0.93,62.1,59,6.21,6.16,3.84,3,4793
1.01,63.5,53,6.32,6.4,4.04,2,4794
1.09,61.1,59,6.69,6.63,4.07,3,4794
0.91,59.4,59,6.3,6.36,3.76,2,4795
0.9,61.7,58,6.15,6.2,3.81,2,4795
1.25,60,57,7.07,7.02,4.23,4,4795
0.9,61.8,58,6.21,6.24,3.85,4,4795
1.01,62.2,57,6.43,6.36,3.98,3,4796
1.02,62,60,6.37,6.4,3.96,3,4796
1.02,63.4,57,6.36,6.42,4.05,1,4796
1.02,62.9,59,6.38,6.41,4.02,2,4796
1.01,60,57,6.55,6.51,3.92,4,4796
0.9,64,63,6.12,6.04,3.89,0,4796
1.05,60.5,58,6.55,6.6,3.98,2,4797
1.16,61.9,56,6.73,6.77,4.18,4,4797
1.04,62.2,56,6.45,6.48,4.02,4,4797
1.02,62.6,58,6.44,6.4,4.02,3,4798
0.76,61.9,56,5.83,5.85,3.62,2,4798
1.02,60.2,57,6.56,6.49,3.93,4,4798
1,65.8,59,6.07,6.15,4.02,0,4798
1.02,66.4,60,6.29,6.21,4.15,0,4798
1.19,61.7,56,6.83,6.78,4.2,4,4798
1.12,60.8,55,6.84,6.69,4.11,3,4798
1.02,62.9,57,6.44,6.38,4.03,4,4798
1,65.4,59,6.27,6.2,4.08,0,4798
1.02,60.9,57,6.49,6.44,3.94,4,4798
1.02,62.1,55,6.51,6.4,4.01,4,4798
1,63.3,61,6.31,6.29,3.99,2,4798
1.12,62.4,56,6.67,6.63,4.15,4,4798
1.02,60.3,57,6.53,6.5,3.95,4,4798
1.02,62.1,53,6.43,6.38,3.98,4,4798
1.01,60.5,58,6.45,6.5,3.92,2,4799
1.07,61.2,56,6.63,6.66,4.07,4,4799
1.03,60.4,58,6.48,6.56,3.94,2,4800
0.63,59.6,59,5.55,5.59,3.32,2,4800
1.03,62.4,56,6.45,6.5,4.04,4,4800
0.9,62.4,58,6.15,6.22,3.86,3,4801
0.9,62.6,56,6.16,6.23,3.88,4,4801
1.04,62.1,57,6.49,6.52,4.04,4,4801
0.91,62,57,6.22,6.24,3.86,4,4801
0.71,62,56,5.69,5.73,3.54,4,4802
1.01,61.4,57,6.44,6.48,3.97,4,4803
0.9,60.9,62,6.11,6.18,3.74,2,4804
1.04,62,55,6.48,6.51,4.03,4,4804
1.04,61.4,56,6.5,6.56,4.01,4,4804
1.01,64.4,54,6.31,6.4,4.09,2,4805
1.01,63,54,6.43,6.39,4.04,4,4805
1.01,60,58,6.55,6.51,3.92,3,4805
1.01,63.6,57,6.39,6.35,4.05,1,4805
1,63.7,60,6.38,6.31,4.04,1,4805
1.23,60.6,57,6.97,6.88,4.2,4,4805
1,59.1,58,6.52,6.44,3.83,3,4805
1.01,60.2,60,6.45,6.43,3.88,3,4805
1.01,62.1,56,6.42,6.36,3.97,3,4805
1.01,63.6,56,6.38,6.33,4.04,1,4805
1.1,62.7,57,6.6,6.55,4.12,3,4805
1.01,61.5,56,6.46,6.39,3.95,3,4805
1,62.8,59,6.4,6.3,3.99,3,4805
1,63.4,58,6.29,6.26,3.98,2,4805
1,61,61,6.45,6.4,3.92,3,4805
1.01,58.5,61,6.51,6.61,3.84,1,4807
1.01,61,58,6.53,6.49,3.97,3,4808
1,62.9,55,6.38,6.41,4.02,4,4808
1,62.2,52,6.42,6.47,4.01,4,4808
1.01,62.7,59,6.41,6.35,4,3,4808
1.01,62.6,56,6.42,6.36,4,4,4808
1.01,62.4,56,6.43,6.39,4,4,4808
1.1,60.4,55,6.73,6.77,4.08,4,4809
0.97,59.9,59,6.36,6.39,3.82,3,4810
1.04,59.2,61,6.68,6.63,3.94,3,4811
1.04,61.6,58,6.52,6.46,4,3,4811
1.12,61.7,58,6.66,6.6,4.09,4,4811
1.04,61,59,6.54,6.51,3.98,3,4811
1.24,60.7,57,6.98,6.92,4.22,4,4812
1.01,62.7,56,6.37,6.39,4,2,4812
1.04,59.7,60,6.61,6.59,3.94,4,4812
1.02,60.5,63,6.48,6.54,3.94,2,4813
1.16,59.6,58,6.86,6.83,4.08,3,4814
1.08,61.8,56,6.54,6.6,4.06,4,4814
1.06,59.6,58,6.67,6.73,3.99,3,4815
1.21,60.9,58,6.86,6.91,4.19,2,4816
1.11,58.5,61,6.74,6.8,3.96,2,4816
1.08,61.3,57,6.62,6.6,4.05,2,4816
1,62.8,58,6.38,6.36,4,3,4816
0.8,61.4,56,5.99,6,3.68,4,4816
1.01,61.6,63,6.42,6.47,3.97,1,4816
1.05,61.8,57,6.54,6.51,4.03,4,4816
1,60.8,58,6.48,6.45,3.93,3,4816
1,58.3,60,6.5,6.44,3.77,3,4816
1,62.4,59,6.42,6.37,3.99,3,4816
0.91,60.2,58,6.31,6.28,3.79,3,4816
1,62.4,58,6.36,6.33,3.96,3,4816
0.94,60.7,60,6.32,6.27,3.82,3,4817
1.11,59.2,64,6.8,6.77,4.02,1,4817
0.94,58.4,58,6.51,6.41,3.77,3,4817
1.02,62.5,59,6.38,6.43,4,3,4818
0.9,62.6,55,6.1,6.16,3.84,4,4819
1.03,60,62,6.51,6.55,3.92,1,4819
1.02,58.3,59,6.68,6.59,3.87,3,4819
1.02,58.8,57,6.66,6.6,3.9,4,4819
1.02,61.2,57,6.54,6.5,3.99,3,4819
1.23,62.1,57,6.83,6.8,4.23,4,4819
1.16,61.2,61,6.77,6.74,4.14,3,4820
1.01,59.1,61,6.46,6.5,3.83,2,4821
1.01,62.2,56,6.35,6.44,3.98,2,4821
1.01,62.6,61,6.35,6.4,3.99,2,4821
1.01,62.5,57,6.37,6.44,4,2,4821
1.01,62.3,57,6.35,6.4,3.97,4,4821
1.01,62.7,58,6.34,6.38,3.99,2,4821
1.01,64.1,60,6.27,6.3,4.03,1,4821
0.91,62.4,57,6.17,6.21,3.86,4,4821
0.91,63.5,56,6.14,6.18,3.91,1,4823
0.91,61.6,58,6.18,6.2,3.81,2,4823
0.91,62.9,55,6.13,6.17,3.87,2,4823
0.91,58.4,63,6.31,6.32,3.69,2,4823
0.91,62.8,59,6.15,6.17,3.87,2,4823
0.91,56.3,64,6.37,6.42,3.6,1,4823
1.02,61.6,55,6.46,6.52,4,4,4824
1.07,61.6,56,6.54,6.6,4.05,2,4824
1.21,61.1,60.8,6.83,6.89,4.18,1,4824
1,63.9,60,6.27,6.22,3.99,1,4824
1,62.7,56,6.39,6.36,4,4,4824
1.29,64.4,57,6.85,6.79,4.39,0,4824
1.01,62,57,6.4,6.43,3.98,4,4825
1.01,61.2,56,6.48,6.51,3.97,4,4825
0.98,59.9,60,6.45,6.38,3.84,2,4826
1.17,62.6,58,6.64,6.71,4.18,2,4826
1.17,62.7,56,6.68,6.74,4.21,2,4826
1.17,63.8,58,6.57,6.73,4.24,1,4826
1.08,62.6,56,6.58,6.52,4.1,3,4826
1.39,61.9,59,7.15,7.11,4.41,3,4826
1.1,61.6,56,6.61,6.66,4.09,2,4827
1.1,60.2,56,6.74,6.82,4.08,4,4827
1,59.3,63,6.48,6.44,3.83,2,4827
1.02,62.1,57,6.46,6.42,4,3,4827
1.04,63.1,57,6.36,6.41,4.03,1,4828
1.2,63.5,60,6.68,6.74,4.26,1,4828
1.01,62.3,57,6.4,6.44,4,4,4829
1.01,60.3,58,6.53,6.61,3.96,3,4829
1.06,62.5,57.1,6.46,6.5,4.05,4,4829
1.12,62,56,6.69,6.64,4.13,4,4829
1.1,61.6,57,6.68,6.64,4.1,4,4829
1.1,60.7,58,6.77,6.65,4.07,3,4829
1,64.7,59,6.22,6.15,4,0,4829
1.22,61,59,6.92,6.86,4.2,3,4829
1,61.8,57,6.43,6.39,3.96,4,4829
1.07,58.9,58,6.7,6.65,3.93,3,4830
1.07,62,57,6.51,6.56,4.05,4,4830
1,62.8,56,6.33,6.37,3.99,2,4830
1,62.2,59,6.32,6.35,3.94,2,4830
0.73,62,56,5.75,5.79,3.58,4,4830
1.2,62.3,56,6.77,6.81,4.23,4,4830
1.15,61.6,60,6.75,6.72,4.15,3,4830
1.15,62.2,59,6.75,6.68,4.18,3,4830
1.15,62,57,6.75,6.66,4.16,4,4830
1.01,63.2,59,6.28,6.25,3.96,2,4830
1.15,62,58,6.7,6.66,4.14,3,4830
1.22,62.3,58,6.8,6.85,4.25,3,4831
1.2,60.7,60,6.81,6.89,4.16,2,4831
1.2,61.6,57,6.79,6.87,4.21,4,4831
1.01,61.9,56,6.43,6.46,3.99,4,4832
1.07,58.1,60,6.72,6.78,3.92,1,4832
1.1,62.6,57,6.6,6.56,4.12,3,4832
1.02,61.8,57,6.49,6.43,3.99,4,4832
0.9,62.1,55,6.23,6.14,3.84,3,4833
0.93,62.2,59,6.21,6.26,3.88,3,4834
1.11,63.4,56,6.62,6.54,4.18,2,4834
1.03,60.8,60,6.47,6.5,3.94,2,4836
1.04,61.7,55,6.5,6.54,4.02,4,4836
1.01,63.1,59,6.36,6.32,4,2,4836
1.01,63.4,59,6.34,6.28,4,2,4836
1.01,63.7,60,6.35,6.3,4.03,1,4836
1.01,60,62,6.51,6.45,3.89,3,4836
1.01,62.2,57,6.43,6.37,3.98,4,4836
1.01,62.4,60,6.36,6.33,3.96,3,4836
1.27,62,60,6.91,6.86,4.27,3,4836
1.01,62.6,55,6.43,6.39,4.01,4,4836
1.01,60.5,57,6.53,6.6,3.97,4,4837
1.15,62.3,56,6.67,6.75,4.18,4,4838
1,66.1,61,6.08,5.99,3.99,0,4838
1,56.7,62,6.64,6.59,3.75,1,4838
1.18,62.2,57,6.73,6.76,4.2,4,4838
1.2,61.7,59,6.78,6.74,4.17,3,4838
1.2,63.1,58,6.72,6.66,4.22,2,4838
1.2,60.6,59,6.88,6.84,4.16,3,4838
0.9,62,57,6.2,6.15,3.83,4,4838
1.2,61.5,58,6.82,6.77,4.18,3,4838
1.2,65.2,58,6.67,6.58,4.32,0,4838
1.2,61.4,59,6.87,6.82,4.2,3,4838
0.9,62.3,58,6.16,6.14,3.83,3,4838
0.9,62,56,6.23,6.15,3.84,4,4838
1.2,60.8,60,6.85,6.89,4.18,3,4839
1.01,64.2,55,6.38,6.34,4.08,1,4839
1.01,60.5,58,6.46,6.4,3.89,3,4839
1.03,60.7,55,6.61,6.53,3.99,4,4839
1.08,59.5,59,6.71,6.78,4.01,2,4840
1.14,62.6,55,6.66,6.72,4.19,2,4840
1.07,62.4,55,6.56,6.59,4.1,4,4840
1.12,62.4,57,6.65,6.6,4.14,4,4840
1,62.4,52,6.41,6.45,4.02,4,4841
1.21,59.9,59,6.92,6.86,4.13,3,4841
0.9,59.7,62,6.2,6.23,3.71,2,4842
1,63,59,6.43,6.34,4.02,2,4842
1.11,58.4,60,6.87,6.83,4,3,4842
1.03,62.2,60,6.4,6.43,3.99,3,4843
1.03,63.3,57,6.39,6.41,4.05,1,4843
